source_industry,commodity,destination_industry,share,delta,rule_id,va_mix
339113,233230,233230,1.0,4000000.0,default,
339113,423400,423400,1.0,2115000000.0,default,
339113,541511,541511,1.0,83000000.0,default,
339113,541700,541700,1.0,2658000000.0,default,
339114,423400,423400,1.0,402000000.0,default,
339114,541511,541511,1.0,13000000.0,default,
339114,541700,541700,1.0,352000000.0,default,
339115,233230,233230,1.0,1000000.0,default,
339115,423400,423400,1.0,543000000.0,default,
339115,541511,541511,1.0,21000000.0,default,
339115,541700,541700,1.0,532000000.0,default,
339116,233230,233230,1.0,1000000.0,default,
339116,423400,423400,1.0,46000000.0,default,
339116,541511,541511,1.0,37000000.0,default,
339116,541700,541700,1.0,655000000.0,default,
339910,233230,233230,1.0,15000000.0,default,
339910,423A00,423A00,1.0,234000000.0,default,
339910,541511,541511,1.0,15000000.0,default,
339910,541700,541700,1.0,98000000.0,default,
339920,233230,233230,1.0,19000000.0,default,
339920,423A00,423A00,1.0,234000000.0,default,
339920,541511,541511,1.0,26000000.0,default,
339920,541700,541700,1.0,192000000.0,default,
339930,233230,233230,1.0,3000000.0,default,
339930,423A00,423A00,1.0,85000000.0,default,
339930,541511,541511,1.0,7000000.0,default,
339930,541700,541700,1.0,65000000.0,default,
339940,233230,233230,1.0,5000000.0,default,
339940,423A00,423A00,1.0,143000000.0,default,
339940,541511,541511,1.0,7000000.0,default,
339940,541700,541700,1.0,44000000.0,default,
339950,2332A0,2332A0,1.0,405000000.0,default,
339950,233230,233230,1.0,22000000.0,default,
339950,423A00,423A00,1.0,102000000.0,default,
339950,541511,541511,1.0,48000000.0,default,
339950,541700,541700,1.0,300000000.0,default,
339990,233230,233230,1.0,277000000.0,default,
339990,423800,423800,1.0,139000000.0,default,
339990,423A00,423A00,1.0,156000000.0,default,
339990,541511,541511,1.0,71000000.0,default,
339990,541700,541700,1.0,677000000.0,default,
311111,233230,233230,1.0,1000000.0,default,
311111,424A00,424A00,1.0,129000000.0,default,
311111,541511,541511,1.0,2000000.0,default,
311111,541700,541700,1.0,87000000.0,default,
311119,233230,233230,1.0,3000000.0,default,
311119,424A00,424A00,1.0,529000000.0,default,
311119,541511,541511,1.0,2000000.0,default,
311119,541700,541700,1.0,97000000.0,default,
311210,233230,233230,1.0,3000000.0,default,
311210,424A00,424A00,1.0,87000000.0,default,
311210,541511,541511,1.0,3000000.0,default,
311210,541700,541700,1.0,79000000.0,default,
311221,233230,233230,1.0,2000000.0,default,
311221,424A00,424A00,1.0,24000000.0,default,
311221,541511,541511,1.0,2000000.0,default,
311221,541700,541700,1.0,80000000.0,default,
311225,233230,233230,1.0,2000000.0,default,
311225,424A00,424A00,1.0,54000000.0,default,
311225,541511,541511,1.0,1000000.0,default,
311225,541700,541700,1.0,26000000.0,default,
311224,233230,233230,1.0,5000000.0,default,
311224,424A00,424A00,1.0,1261000000.0,C1,dest
311224,541511,541511,1.0,1000000.0,default,
311224,541700,541700,1.0,34000000.0,default,
311230,233230,233230,1.0,1000000.0,default,
311230,424400,424400,1.0,10000000.0,default,
311230,541511,541511,1.0,2000000.0,default,
311230,541700,541700,1.0,59000000.0,default,
311300,233230,233230,1.0,17000000.0,default,
311300,424400,424400,1.0,299000000.0,default,
311300,541511,541511,1.0,7000000.0,default,
311300,541700,541700,1.0,184000000.0,default,
311410,233230,233230,1.0,13000000.0,default,
311410,424400,424400,1.0,19000000.0,default,
311410,541511,541511,1.0,3000000.0,default,
311410,541700,541700,1.0,150000000.0,default,
311420,233230,233230,1.0,14000000.0,default,
311420,424400,424400,1.0,75000000.0,default,
311420,541511,541511,1.0,3000000.0,default,
311420,541700,541700,1.0,159000000.0,default,
311513,233230,233230,1.0,3000000.0,default,
311513,424400,424400,1.0,579000000.0,default,
311513,541511,541511,1.0,9000000.0,default,
311513,541700,541700,1.0,148000000.0,default,
311514,233230,233230,1.0,2000000.0,default,
311514,424400,424400,1.0,43000000.0,default,
311514,541511,541511,1.0,3000000.0,default,
311514,541700,541700,1.0,71000000.0,default,
31151A,233230,233230,1.0,3000000.0,default,
31151A,424400,424400,1.0,889000000.0,default,
31151A,541511,541511,1.0,10000000.0,default,
31151A,541700,541700,1.0,190000000.0,default,
311520,233230,233230,1.0,1000000.0,default,
311520,424400,424400,1.0,109000000.0,default,
311520,541511,541511,1.0,4000000.0,default,
311520,541700,541700,1.0,56000000.0,default,
311615,233230,233230,1.0,10000000.0,default,
311615,424400,424400,1.0,35000000.0,default,
311615,541511,541511,1.0,7000000.0,default,
311615,541700,541700,1.0,106000000.0,default,
31161A,233230,233230,1.0,24000000.0,default,
31161A,424400,424400,1.0,404000000.0,default,
31161A,541511,541511,1.0,8000000.0,default,
31161A,541700,541700,1.0,164000000.0,default,
311700,233230,233230,1.0,2000000.0,default,
311700,424400,424400,1.0,117000000.0,default,
311700,541700,541700,1.0,18000000.0,default,
311810,233230,233230,1.0,5000000.0,default,
311810,424400,424400,1.0,551000000.0,default,
311810,541511,541511,1.0,8000000.0,default,
311810,541700,541700,1.0,143000000.0,default,
3118A0,233230,233230,1.0,3000000.0,default,
3118A0,424400,424400,1.0,1180000000.0,default,
3118A0,541511,541511,1.0,3000000.0,default,
3118A0,541700,541700,1.0,61000000.0,default,
311910,233230,233230,1.0,5000000.0,default,
311910,424400,424400,1.0,1316000000.0,default,
311910,541511,541511,1.0,4000000.0,default,
311910,541700,541700,1.0,158000000.0,default,
311920,233230,233230,1.0,2000000.0,default,
311920,424400,424400,1.0,175000000.0,default,
311920,541511,541511,1.0,2000000.0,default,
311920,541700,541700,1.0,64000000.0,default,
311930,233230,233230,1.0,2000000.0,default,
311930,424400,424400,1.0,50000000.0,default,
311930,541511,541511,1.0,1000000.0,default,
311930,541700,541700,1.0,105000000.0,default,
311940,233230,233230,1.0,3000000.0,default,
311940,424400,424400,1.0,247000000.0,default,
311940,541511,541511,1.0,3000000.0,default,
311940,541700,541700,1.0,141000000.0,default,
311990,233230,233230,1.0,4000000.0,default,
311990,424400,424400,1.0,140000000.0,default,
311990,541511,541511,1.0,7000000.0,default,
311990,541700,541700,1.0,206000000.0,default,
312110,233230,233230,1.0,10000000.0,default,
312110,424400,424400,1.0,1069000000.0,default,
312110,541511,541511,1.0,14000000.0,default,
312110,541700,541700,1.0,229000000.0,default,
312120,233230,233230,1.0,7000000.0,default,
312120,424A00,424A00,1.0,474000000.0,default,
312120,541511,541511,1.0,9000000.0,default,
312120,541700,541700,1.0,129000000.0,default,
312130,233230,233230,1.0,4000000.0,default,
312130,424A00,424A00,1.0,536000000.0,default,
312130,541511,541511,1.0,9000000.0,default,
312130,541700,541700,1.0,116000000.0,default,
312140,233230,233230,1.0,3000000.0,default,
312140,424A00,424A00,1.0,25000000.0,default,
312140,541511,541511,1.0,2000000.0,default,
312140,541700,541700,1.0,37000000.0,default,
312200,233230,233230,1.0,15000000.0,default,
312200,424A00,424A00,1.0,139000000.0,default,
312200,541511,541511,1.0,3000000.0,default,
312200,541700,541700,1.0,50000000.0,default,
313100,233230,233230,1.0,7000000.0,default,
313100,424A00,424A00,1.0,10000000.0,default,
313100,541700,541700,1.0,18000000.0,default,
313200,233230,233230,1.0,8000000.0,default,
313200,424A00,424A00,1.0,102000000.0,default,
313200,541511,541511,1.0,3000000.0,default,
313200,541700,541700,1.0,86000000.0,default,
313300,233230,233230,1.0,3000000.0,default,
313300,424A00,424A00,1.0,90000000.0,default,
313300,541700,541700,1.0,89000000.0,default,
314110,233230,233230,1.0,7000000.0,default,
314110,423A00,423A00,1.0,60000000.0,default,
314110,541511,541511,1.0,4000000.0,default,
314110,541700,541700,1.0,35000000.0,default,
314120,233230,233230,1.0,3000000.0,default,
314120,424A00,424A00,1.0,87000000.0,default,
314120,541511,541511,1.0,2000000.0,default,
314120,541700,541700,1.0,18000000.0,default,
314900,233230,233230,1.0,19000000.0,default,
314900,424A00,424A00,1.0,166000000.0,default,
314900,541511,541511,1.0,4000000.0,default,
314900,541700,541700,1.0,46000000.0,default,
315000,233230,233230,1.0,1000000.0,default,
315000,424A00,424A00,1.0,269000000.0,default,
315000,541511,541511,1.0,20000000.0,default,
315000,541700,541700,1.0,180000000.0,default,
316000,233230,233230,1.0,1000000.0,default,
316000,424A00,424A00,1.0,136000000.0,default,
316000,541511,541511,1.0,1000000.0,default,
316000,541700,541700,1.0,62000000.0,default,
322110,233230,233230,1.0,4000000.0,default,
322110,423A00,423A00,1.0,2000000.0,default,
322110,541700,541700,1.0,13000000.0,default,
322120,233230,233230,1.0,29000000.0,default,
322120,424A00,424A00,1.0,1000000.0,default,
322120,541511,541511,1.0,5000000.0,default,
322120,541700,541700,1.0,152000000.0,default,
322130,233230,233230,1.0,18000000.0,default,
322130,424A00,424A00,1.0,40000000.0,default,
322130,541511,541511,1.0,3000000.0,default,
322130,541700,541700,1.0,79000000.0,default,
322210,233230,233230,1.0,16000000.0,default,
322210,424A00,424A00,1.0,1646000000.0,default,
322210,541511,541511,1.0,23000000.0,default,
322210,541700,541700,1.0,43000000.0,default,
322220,233230,233230,1.0,6000000.0,default,
322220,424A00,424A00,1.0,163000000.0,default,
322220,541511,541511,1.0,9000000.0,default,
322220,541700,541700,1.0,108000000.0,default,
322230,233230,233230,1.0,2000000.0,default,
322230,424A00,424A00,1.0,98000000.0,default,
322230,541511,541511,1.0,3000000.0,default,
322230,541700,541700,1.0,27000000.0,default,
322291,233230,233230,1.0,4000000.0,default,
322291,424A00,424A00,1.0,164000000.0,default,
322291,541511,541511,1.0,4000000.0,default,
322291,541700,541700,1.0,62000000.0,default,
322299,233230,233230,1.0,2000000.0,default,
322299,424A00,424A00,1.0,39000000.0,default,
322299,541511,541511,1.0,3000000.0,default,
322299,541700,541700,1.0,266000000.0,default,
323110,233230,233230,1.0,14000000.0,default,
323110,424A00,424A00,1.0,989000000.0,default,
323110,541511,541511,1.0,187000000.0,default,
323110,541700,541700,1.0,119000000.0,default,
323120,233230,233230,1.0,1000000.0,default,
323120,424A00,424A00,1.0,12000000.0,default,
323120,541511,541511,1.0,11000000.0,default,
323120,541700,541700,1.0,7000000.0,default,
324110,233230,233230,1.0,246000000.0,default,
324110,424700,424700,1.0,10010000000.0,default,
324110,541511,541511,1.0,21000000.0,default,
324110,541700,541700,1.0,131000000.0,default,
324121,233230,233230,1.0,4000000.0,default,
324121,423A00,423A00,1.0,172000000.0,default,
324121,541511,541511,1.0,4000000.0,default,
324121,541700,541700,1.0,15000000.0,default,
324122,233230,233230,1.0,3000000.0,default,
324122,423A00,423A00,1.0,256000000.0,default,
324122,541511,541511,1.0,3000000.0,default,
324122,541700,541700,1.0,12000000.0,default,
324190,233230,233230,1.0,8000000.0,default,
324190,424700,424700,1.0,184000000.0,default,
324190,541511,541511,1.0,5000000.0,default,
324190,541700,541700,1.0,17000000.0,default,
325110,233230,233230,1.0,17000000.0,default,
325110,424700,424700,1.0,712000000.0,default,
325110,541511,541511,1.0,14000000.0,default,
325110,541700,541700,1.0,348000000.0,default,
325120,233230,233230,1.0,1000000.0,default,
325120,424A00,424A00,1.0,59000000.0,default,
325120,541511,541511,1.0,10000000.0,default,
325120,541700,541700,1.0,205000000.0,default,
325130,233230,233230,1.0,2000000.0,default,
325130,424A00,424A00,1.0,170000000.0,default,
325130,541511,541511,1.0,7000000.0,default,
325130,541700,541700,1.0,110000000.0,default,
325180,233230,233230,1.0,7000000.0,default,
325180,424A00,424A00,1.0,284000000.0,default,
325180,541511,541511,1.0,21000000.0,default,
325180,541700,541700,1.0,398000000.0,default,
325190,233230,233230,1.0,29000000.0,default,
325190,424A00,424A00,1.0,1229000000.0,default,
325190,541511,541511,1.0,27000000.0,default,
325190,541700,541700,1.0,510000000.0,default,
325211,233230,233230,1.0,19000000.0,default,
325211,424A00,424A00,1.0,1025000000.0,default,
325211,541511,541511,1.0,30000000.0,default,
325211,541700,541700,1.0,265000000.0,default,
3252A0,233230,233230,1.0,4000000.0,default,
3252A0,424A00,424A00,1.0,300000000.0,default,
3252A0,541511,541511,1.0,18000000.0,default,
3252A0,541700,541700,1.0,130000000.0,default,
325411,233230,233230,1.0,1000000.0,default,
325411,424200,424200,1.0,5000000.0,default,
325411,541511,541511,1.0,24000000.0,default,
325411,541700,541700,1.0,3869000000.0,default,
325412,233230,233230,1.0,10000000.0,default,
325412,424200,424200,1.0,2769000000.0,default,
325412,541511,541511,1.0,168000000.0,default,
325412,541700,541700,1.0,30040000000.0,default,
325413,233230,233230,1.0,1000000.0,default,
325413,424200,424200,1.0,69000000.0,default,
325413,541511,541511,1.0,21000000.0,default,
325413,541700,541700,1.0,3274000000.0,default,
325414,233230,233230,1.0,2000000.0,default,
325414,424200,424200,1.0,959000000.0,default,
325414,541511,541511,1.0,27000000.0,default,
325414,541700,541700,1.0,4415000000.0,default,
325310,233230,233230,1.0,5000000.0,default,
325310,424A00,424A00,1.0,206000000.0,default,
325310,541511,541511,1.0,12000000.0,default,
325310,541700,541700,1.0,429000000.0,default,
325320,233230,233230,1.0,3000000.0,default,
325320,424A00,424A00,1.0,68000000.0,default,
325320,541511,541511,1.0,7000000.0,default,
325320,541700,541700,1.0,288000000.0,default,
325510,233230,233230,1.0,3000000.0,default,
325510,424A00,424A00,1.0,717000000.0,default,
325510,541511,541511,1.0,16000000.0,default,
325510,541700,541700,1.0,269000000.0,default,
325520,233230,233230,1.0,1000000.0,default,
325520,424A00,424A00,1.0,95000000.0,default,
325520,541511,541511,1.0,9000000.0,default,
325520,541700,541700,1.0,158000000.0,default,
325610,233230,233230,1.0,5000000.0,default,
325610,424A00,424A00,1.0,1272000000.0,default,
325610,541511,541511,1.0,22000000.0,default,
325610,541700,541700,1.0,906000000.0,default,
325620,233230,233230,1.0,4000000.0,default,
325620,424A00,424A00,1.0,3698000000.0,default,
325620,541511,541511,1.0,22000000.0,default,
325620,541700,541700,1.0,727000000.0,default,
325910,233230,233230,1.0,1000000.0,default,
325910,424A00,424A00,1.0,72000000.0,default,
325910,541511,541511,1.0,4000000.0,default,
325910,541700,541700,1.0,54000000.0,default,
3259A0,233230,233230,1.0,8000000.0,default,
3259A0,424A00,424A00,1.0,1111000000.0,default,
3259A0,541511,541511,1.0,39000000.0,default,
3259A0,541700,541700,1.0,484000000.0,default,
326110,233230,233230,1.0,15000000.0,default,
326110,423800,423800,1.0,756000000.0,default,
326110,541511,541511,1.0,21000000.0,default,
326110,541700,541700,1.0,297000000.0,default,
326120,233230,233230,1.0,6000000.0,default,
326120,423800,423800,1.0,242000000.0,default,
326120,541511,541511,1.0,11000000.0,default,
326120,541700,541700,1.0,154000000.0,default,
326130,233230,233230,1.0,1000000.0,default,
326130,423800,423800,1.0,26000000.0,default,
326130,541511,541511,1.0,4000000.0,default,
326130,541700,541700,1.0,59000000.0,default,
326140,233230,233230,1.0,3000000.0,default,
326140,423800,423800,1.0,8000000.0,default,
326140,541511,541511,1.0,7000000.0,default,
326140,541700,541700,1.0,86000000.0,default,
326150,233230,233230,1.0,4000000.0,default,
326150,423800,423800,1.0,92000000.0,default,
326150,541511,541511,1.0,8000000.0,default,
326150,541700,541700,1.0,97000000.0,default,
326160,233230,233230,1.0,5000000.0,default,
326160,423800,423800,1.0,4000000.0,default,
326160,541511,541511,1.0,7000000.0,default,
326160,541700,541700,1.0,97000000.0,default,
326190,233230,233230,1.0,31000000.0,default,
326190,423800,423800,1.0,579000000.0,default,
326190,541511,541511,1.0,69000000.0,default,
326190,541700,541700,1.0,839000000.0,default,
326210,233230,233230,1.0,14000000.0,default,
326210,423100,423100,1.0,647000000.0,default,
326210,541511,541511,1.0,11000000.0,default,
326210,541700,541700,1.0,220000000.0,default,
326220,233230,233230,1.0,4000000.0,default,
326220,423800,423800,1.0,91000000.0,default,
326220,541511,541511,1.0,4000000.0,default,
326220,541700,541700,1.0,80000000.0,default,
326290,233230,233230,1.0,12000000.0,default,
326290,423800,423800,1.0,363000000.0,default,
326290,541511,541511,1.0,11000000.0,default,
326290,541700,541700,1.0,185000000.0,default,
423100,230301,230301,1.0,17000000.0,default,
423100,2332A0,2332A0,1.0,15000000.0,default,
423100,336320,336320,1.0,23000000.0,default,
423100,532100,532100,1.0,2218000000.0,default,
423100,541511,541511,1.0,106000000.0,default,
423100,541700,541700,1.0,4000000.0,default,
423100,811100,811100,1.0,4619000000.0,default,
423400,230301,230301,1.0,201000000.0,default,
423400,2332A0,2332A0,1.0,26000000.0,default,
423400,333318,333318,1.0,1000000.0,default,
423400,532400,532400,1.0,360000000.0,default,
423400,541511,541511,1.0,1191000000.0,default,
423400,541512,541512,1.0,41000000.0,default,
423400,54151A,54151A,1.0,6000000.0,default,
423400,541700,541700,1.0,357000000.0,default,
423400,561400,561400,1.0,8000000.0,default,
423400,811200,811200,1.0,7536000000.0,default,
423400,811300,811300,1.0,587000000.0,default,
423600,230301,230301,1.0,31000000.0,default,
423600,2332A0,2332A0,1.0,338000000.0,default,
423600,532400,532400,1.0,180000000.0,default,
423600,532A00,532A00,1.0,758000000.0,default,
423600,541511,541511,1.0,265000000.0,default,
423600,541512,541512,1.0,38000000.0,default,
423600,54151A,54151A,1.0,2022000000.0,default,
423600,541700,541700,1.0,11000000.0,default,
423600,811200,811200,1.0,14138000000.0,default,
423600,811300,811300,1.0,599000000.0,default,
423800,230301,230301,1.0,37000000.0,default,
423800,2332A0,2332A0,1.0,274000000.0,default,
423800,336320,336320,1.0,36000000.0,default,
423800,48A000,48A000,1.0,524000000.0,default,
423800,532400,532400,1.0,4129000000.0,default,
423800,532A00,532A00,1.0,2824000000.0,default,
423800,541511,541511,1.0,468000000.0,default,
423800,541700,541700,1.0,10000000.0,default,
423800,811200,811200,1.0,161000000.0,default,
423800,811300,811300,1.0,12510000000.0,default,
423A00,230301,230301,1.0,3393000000.0,default,
423A00,2332A0,2332A0,1.0,880000000.0,default,
423A00,339910,339910,1.0,4000000.0,default,
423A00,532400,532400,1.0,123000000.0,default,
423A00,532A00,532A00,1.0,92000000.0,default,
423A00,541511,541511,1.0,812000000.0,default,
423A00,541700,541700,1.0,24000000.0,default,
423A00,811300,811300,0.5189873417721519,1107000000.0,default,
423A00,811400,811400,1.0,1956000000.0,default,
424200,2332A0,2332A0,1.0,45000000.0,default,
424200,532400,532400,1.0,3000000.0,default,
424200,541511,541511,1.0,107000000.0,default,
424200,541700,541700,1.0,9000000.0,default,
424200,811400,811400,1.0,18521000000.0,default,
424400,2332A0,2332A0,1.0,6000000.0,default,
424400,311615,311615,1.0,2000000.0,default,
424400,31161A,31161A,1.0,1131000000.0,default,
424400,541511,541511,1.0,102000000.0,default,
424400,541700,541700,1.0,5000000.0,default,
424400,811400,811400,1.0,692000000.0,default,
424700,230301,230301,1.0,16000000.0,default,
424700,2332A0,2332A0,1.0,24000000.0,default,
424700,486000,486000,1.0,62000000.0,default,
424700,541511,541511,1.0,29000000.0,default,
424700,541700,541700,1.0,2000000.0,default,
424700,811300,811300,1.0,780000000.0,default,
424A00,115000,115000,1.0,79000000.0,default,
424A00,2332A0,2332A0,1.0,80000000.0,default,
424A00,493000,493000,1.0,320000000.0,default,
424A00,532400,532400,1.0,6000000.0,default,
424A00,532A00,532A00,1.0,459000000.0,default,
424A00,541511,541511,1.0,291000000.0,default,
424A00,541700,541700,1.0,16000000.0,default,
424A00,561400,561400,1.0,14000000.0,default,
424A00,811200,811200,1.0,36000000.0,default,
424A00,811300,811300,1.0,1827000000.0,default,
424A00,811400,811400,1.0,2358000000.0,default,
425000,230301,230301,1.0,5000000.0,default,
425000,2332A0,2332A0,1.0,194000000.0,default,
425000,532A00,532A00,1.0,258000000.0,default,
425000,541511,541511,1.0,1485000000.0,default,
425000,541512,541512,1.0,237000000.0,default,
425000,541700,541700,1.0,51000000.0,default,
425000,811300,811300,1.0,2134000000.0,default,
441000,2332A0,2332A0,1.0,6000000.0,default,
441000,522A00,522A00,1.0,3572000000.0,default,
441000,532100,532100,1.0,154000000.0,default,
441000,532A00,532A00,1.0,7000000.0,default,
441000,541511,541511,1.0,67000000.0,default,
441000,541700,541700,1.0,3000000.0,default,
441000,713900,713900,1.0,90000000.0,default,
441000,811100,811100,1.0,49712000000.0,C3,
441000,811400,811400,1.0,2381000000.0,default,
445000,311810,311810,1.0,8375000000.0,default,
445000,522A00,522A00,1.0,35000000.0,default,
445000,532A00,532A00,1.0,7000000.0,default,
445000,541511,541511,1.0,8000000.0,default,
445000,541700,541700,1.0,1000000.0,default,
445000,561400,561400,1.0,2000000.0,default,
445000,722211,722211,1.0,8951000000.0,default,
445000,722A00,722A00,1.0,991000000.0,default,
452000,2332A0,2332A0,1.0,2287000000.0,default,
452000,311810,311810,1.0,2003000000.0,default,
452000,722211,722211,1.0,4283000000.0,default,
452000,722A00,722A00,1.0,3115000000.0,default,
452000,811100,811100,1.0,1641000000.0,default,
452000,811200,811200,1.0,174000000.0,default,
452000,811400,811400,1.0,48000000.0,default,
444000,230302,230302,1.0,1259000000.0,default,
444000,2332A0,2332A0,1.0,490000000.0,default,
444000,541511,541511,1.0,8000000.0,default,
444000,541700,541700,1.0,1000000.0,default,
444000,811400,811400,1.0,85000000.0,default,
446000,522A00,522A00,1.0,293000000.0,default,
446000,532400,532400,1.0,400000000.0,default,
446000,541511,541511,1.0,29000000.0,default,
446000,541700,541700,1.0,2000000.0,default,
446000,621300,621300,1.0,9000000.0,default,
446000,722211,722211,1.0,134000000.0,default,
446000,811400,811400,1.0,29000000.0,default,
446000,812900,812900,1.0,1261000000.0,default,
447000,2332A0,2332A0,1.0,5000000.0,default,
447000,532100,532100,1.0,1000000.0,default,
