ActivitySourceName,Activity,SectorSourceName,Sector,SectorType,Note
BEA_NIPA,Exchange-listed equities,BEA_2017_Code,523A00,,Securities and commodity contracts intermediation and brokerage
BEA_NIPA,Fats and oils,BEA_2017_Code,311221,,Wet corn milling
BEA_NIPA,Fats and oils,BEA_2017_Code,311224,,Soybean and other oilseed processing
BEA_NIPA,Fats and oils,BEA_2017_Code,311225,,Fats and oils refining and blending
BEA_NIPA,Fats and oils,BEA_2017_Code,31151A,,Fluid milk and butter manufacturing
BEA_NIPA,Fats and oils,BEA_2017_Code,31161A,,"Animal (except poultry) slaughtering, rendering, and processing"
BEA_NIPA,Fats and oils,BEA_2017_Code,311910,,Snack food manufacturing
BEA_NIPA,Fats and oils,BEA_2017_Code,311940,,Seasoning and dressing manufacturing
BEA_NIPA,Film and photographic supplies,BEA_2017_Code,3259A0,,All other chemical product and preparation manufacturing
BEA_NIPA,Film and photographic supplies,BEA_2017_Code,335110,,Electric lamp bulb and part manufacturing
BEA_NIPA,Film and photographic supplies,BEA_2017_Code,335311,,"Power, distribution, and specialty transformer manufacturing"
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,515100,,Radio and television broadcasting
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,541100,,Legal services
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,541700,,Scientific research and development services
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,611100,,Elementary and secondary schools
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,611A00,,"Junior colleges, colleges, universities, and professional schools"
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,611B00,,Other educational services
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,621400,,Outpatient care centers
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,621600,,Home health care services
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,621900,,Other ambulatory health care services
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,622000,,Hospitals
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,623A00,,Nursing and community care facilities
